media,varianza,curtosis,simetria,entropia,energia,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,clase
-0.4800283992691622,0.24148058076129023,-0.18374664457409562,0.9193204543010806,8.915809074516133,19.858509368,1.6273640060858572,1.3339526510066229,2.2727980558273195,0.2049789596381526,-0.47849130730644096,3
-0.26321220106951876,0.5698294190172352,2.4742570158233486,1.4033845276999684,8.801301664906251,93.83678134999998,6.892245602535273,10.79258663273636,-4.496297478328563,0.2611193222908941,3.2418730010379733,3
-0.6399821262032086,0.30928801173015247,0.5348532313009606,1.3449475107193118,8.932267372368013,20.0,-6.349394372936922,-0.6190259783456131,-0.1826604272649135,-0.09410170186520839,2.3148765055866,0
-0.6448627361853834,0.30591432234743204,0.40664252214554786,1.3289037121703469,8.960953486131322,20.0,-6.612091905874669,-0.8656367896784599,-1.591532767366279,0.07686714130678807,1.0279072744760365,0
-0.3907376840106952,0.22600055656523496,-0.611757043017449,0.6483785221385437,8.874380121951264,19.4639489535,3.718852426108201,-0.2824176984222886,1.7704328831715301,0.34023557533014226,-0.40760403462018746,3
-0.6429201153297683,0.2877231127718034,0.42818933684704596,1.3032517266029255,8.939382419143632,19.999760002000002,-5.911148620285124,-1.4631068692352291,-0.5367957306878459,-0.5338335052187952,0.6344126049216157,0
-0.2161371706060606,0.21357578221457899,-0.6167705651701363,0.28606581748531684,8.758446403369694,18.6832875452,9.212647361255433,0.4782025395744798,-1.1276270571489855,0.2592464667860721,0.5731878464759916,2
-0.3705813393939394,0.2145515656217064,-0.3498675079500222,0.6604588682862103,8.863622971352298,19.2490917706,5.146670990100406,-1.0461827352519906,1.5476619811250316,0.595165753211405,-0.750045698496481,1
-0.3917174907308378,0.2212206874354898,-0.4008565576086811,0.7315624943838848,8.911448860162881,19.006931856900003,3.9430162568001617,-0.9907094899427817,1.4992014469149817,0.8853997483545641,-0.6412985412853847,1
-0.4356048454545455,0.22624844754134837,-0.17049751843250904,0.8149604141407158,8.901277392504674,19.6241441859,3.577857672408454,1.9694042205976645,2.0497206337022584,-0.14004958480551277,-0.9271703113451195,3
-0.632498780053476,0.27688569832441884,0.6405221331753213,1.3131250815396507,8.89584963157446,19.9992400206,-4.915372299247585,0.7334642729375076,1.6209916651879785,-0.055545150005029686,1.4055772983386254,4
-0.6055568810160428,0.2696797389393334,0.2701925834663661,1.188642966769549,8.902241568100957,19.995960498800002,-3.756007974987469,-0.8874836588934351,1.3185773734794797,-0.4084891237574606,-0.09984206120572714,4
-0.642337670053476,0.2951959718576625,0.6049544921203265,1.356385437203965,8.944750168537826,19.9995200054,-5.784187735748066,-0.27895125553612754,-0.7663921101180806,-0.13184407572934997,-0.04824748136147039,0
-0.30032351622103387,0.21182268072730384,-0.5691445383924885,0.4544524380876161,8.820088841796103,18.9464494532,7.162161717591273,-0.08111316685968606,0.6981930801133842,1.2832846763529822,-0.3540470517679484,1
-0.38841598253119425,0.21373619872620692,-0.35972040936096805,0.7224958586250559,8.903548262350695,19.4302696172,4.263611782811863,-0.9165988263027182,1.385639754743579,0.27601374323042993,-0.9082139116178156,1
-0.2760635144385027,0.3046517338683261,0.20993102076251757,0.6997238397983899,8.830742971354113,29.983163214300003,6.950819996779556,6.292773741757446,-3.3703009154884778,-2.538496469666087,1.1010566363433378,3
-0.6532107684491979,0.2818312369670161,0.475902721374883,1.3134998183598618,8.920471576549929,19.9999800001,-6.291672977310009,-1.5186859317616035,-1.1234846355686292,-0.3700011946184829,0.6853214799343876,0
-0.4586647978609626,0.22612690261684892,-0.27795351956635406,0.8471170056221606,8.89731391936115,19.524964101200002,2.1021124973213112,0.1453652918178716,2.0939141139271538,-0.06250794411328497,-0.9099587967572693,1
-0.6345491554955437,0.28375265139255174,0.5248308274461202,1.2922686288887695,8.911859626975586,19.9996000048,-5.435247394969656,-1.2315039757427677,0.5470345645235728,-0.6937990280682378,1.6514924909535051,4
-0.2668928081996435,0.2064692686495348,-0.5734895912850075,0.3978926814106667,8.75910176329759,18.8232592846,7.310348075253238,-0.7487452676648878,-1.4172728536532295,-1.5114905987628955,-0.6789618698517261,2
-0.3794966849251337,0.21518522118937022,-0.22926909041577082,0.721863503811199,8.872064679265224,19.1693034328,4.779377058805635,-0.7931462724618444,0.3571200775935406,-1.0563516100813666,-0.8351232159829209,2
-0.6472942759358288,0.2967192184742925,0.58933914806684,1.3653892119663755,8.947626731017492,19.9996400034,-6.122068368849911,-1.2810247259074818,-1.3549643383105314,-0.2466910243596474,0.9375799730947945,0
-0.437761261942959,0.24201151043795036,-0.38549415640872553,0.781039064840615,8.879466152337042,19.3714943383,2.3088079822370258,1.4397274643688411,1.1068724413364563,2.1713460400248645,0.5764164293461704,3
-0.6473386436720142,0.28216264764209104,0.700655528432137,1.353168418166244,8.91430102763643,19.9996800038,-5.920136393936907,-0.5006810240824812,0.1435206887004794,0.03095692108538728,1.9229674865633752,4
-0.42935666221033875,0.239160727350154,-0.08780244580037966,0.8847048057492927,8.892523192624916,19.6328828969,2.906705249116081,-0.9793806807993088,1.4146584639675766,-1.1299616393919134,-0.6264592294889229,1
-0.16819390944741536,0.24726059840970455,-0.4891625028103084,0.30993285724300984,8.742785465495782,21.239846532999998,10.785411474646065,-1.8810430308494055,-2.96326300933932,-2.365571991764653,0.47044675294021965,2
-0.43882647344028525,0.22629482737447848,-0.3403419697320764,0.7707647386462654,8.886287582339847,19.405721468100005,2.824367995179278,0.382676655528714,2.236443304796742,-0.5532593923088731,-0.5253191355558557,1
-0.3651501349376114,0.22480635186140763,-0.4729222057412903,0.6398149574924058,8.878057585654831,19.1610850404,4.862383518157685,-1.1749676229984178,1.0355748455182274,0.25319169633384564,-0.40945631593721843,1
-0.6328446565062389,0.26772197385028296,0.5093577563037366,1.2746672047596108,8.906522700679108,19.9957204058,-4.632079438069914,-1.1642894883464763,1.0400987997111457,-0.46805745508372043,0.6275720799388449,4
-0.354570842513369,0.22954264768935997,-0.5573982248760934,0.6081079937197758,8.855823702018295,19.202771811799998,5.038348188109024,-1.7190508821985624,-0.4945860992513387,0.06336007130926324,-0.06848165148392416,1
-0.47118011836007123,0.23838247190014383,-0.28242240139080854,0.9006236188433496,8.930581057338594,19.6747758181,1.6220241103967474,1.045371093317577,1.2279505965837982,-0.04794530121999552,-0.41460327936033425,2
-0.5720634784313725,0.26406832654801987,-0.09971448645876269,1.0399625393421235,8.865867050612872,19.9952806952,-2.3082026172032695,-0.4762328695922262,1.7850953041032414,-1.4689809622437249,-0.28812341309569356,4
-0.6396867787522282,0.282312162127639,0.6657769362479895,1.3433359633753734,8.932571017820713,19.9996000054,-5.433752743502039,-1.3495739252479741,0.6972772432427181,-0.6241525298149306,0.8302602953659997,4
-0.4015492274509803,0.22182595377246767,-0.2629458058829952,0.7486286509127312,8.887624895179737,19.4279351944,4.473580541840835,0.9846408908764728,1.7087762705698726,0.6043327439125683,-0.23217125673085603,3
-0.39350695383244205,0.22412084232405172,-0.4390383200264356,0.7042995587898837,8.88829651465295,19.5233168765,3.532107950450298,-0.2684860107909427,-0.23517671521707761,-0.21119951840606577,-0.5433953359824397,2
-0.4669123190730838,0.24773599682156416,-0.27026610673728424,0.927845332996403,8.922839704379367,19.572941658800005,1.5435738616656955,-0.622675970422732,1.7394320459273906,-0.4492863403651235,-0.5691488405344878,2
-0.6419289140819965,0.3054724266227549,0.3948172735956508,1.3233027820873866,8.952861842101573,19.9998800006,-6.141696634201951,-1.6999602056635053,-1.3792484693410785,-0.2815330064823107,0.9636959777760385,0
-0.30185318003565065,0.21699218453630853,-0.5621566891108998,0.47009987105863577,8.789492134868773,18.683135145199998,6.7935987698718545,-0.8815120663588598,-0.3040965747781339,0.3929553410704463,0.6277425027477634,2
-0.6176999146167559,0.29931386279722055,1.2978075349107279,1.4708451139240717,8.943393913117815,22.121350190799998,-4.09491099461744,2.4210628139279757,0.3461919558722242,-0.7990382684241566,0.8937711329515112,0
-0.23230626652406414,0.20778717100265887,-0.6603786675422647,0.1968868955526903,8.706492458902904,18.798418213199998,9.183652503280337,-0.8479324226105722,-0.4335839233800849,0.6097304234726484,0.5585424588326886,2
-0.28893092522281644,0.2023941604800384,-0.40815936256709673,0.5442964966054663,8.79229507536991,18.1155847116,7.197331461236719,0.6342931629976727,0.15292321280920884,-0.5739300543347152,-0.6402589007582009,3
-0.6176787178253118,0.3205965526396874,0.47206341084686265,1.3030589095939344,8.919398716405261,20.17003729,-5.542339447582723,0.8071007897714675,1.0105649883516916,0.6206805912278712,1.0979631566718673,4
-0.38552951896613186,0.21708488786372623,-0.5920647077168653,0.5861466108481156,8.851043837507163,19.5011265235,4.21590892081846,0.14417429979484186,1.941281917958614,0.010045567098238894,-0.4964228723879034,3
-0.6234118483065954,0.29619140029361646,0.20270913998795947,1.2154429854692077,8.924157207533803,19.999480008,-5.516978960755273,-1.685152747760053,-0.5917615379822223,-0.6450159968478357,0.3359075425404576,0
-0.38258682055258464,0.22321875941039662,-0.35800309966701427,0.6900193483338438,8.873541640383694,19.5824654225,4.287742978807174,-0.671559005760805,0.8879300552213207,-0.06004440438110903,-0.3435254153827134,1
